iter	Logloss
392	0.2602857646
393	0.2601822711
394	0.2600290535
395	0.2599060957
396	0.2597915361
397	0.2596583106
398	0.2595001231
399	0.2593597978
400	0.2592285276
401	0.2590771287
402	0.2589456535
403	0.2588648243
404	0.2587573452
405	0.2586313998
406	0.2583230511
407	0.2581244042
408	0.2580486109
409	0.2579304497
410	0.2578408227
411	0.257677136
412	0.2575717224
413	0.2573902212
414	0.2572636432
415	0.2571861689
416	0.2570230094
417	0.2568787979
418	0.256729731
419	0.2565676014
420	0.2564870915
421	0.2563857788
422	0.2561758133
423	0.2560665129
424	0.2559357131
425	0.2558681895
426	0.2557050789
427	0.2555799852
428	0.2554788049
429	0.2552748919
430	0.2552037487
431	0.2550945337
432	0.2549746035
433	0.254832713
434	0.2547592157
435	0.2546883628
436	0.2546115867
437	0.2544813571
438	0.254404883
439	0.2543088061
440	0.2541618421
441	0.2540161601
442	0.2539265296
443	0.2538315257
444	0.2536810043
445	0.2535213774
446	0.2534188592
447	0.2533304936
448	0.2532582609
449	0.2530930427
450	0.2529951974
451	0.2529045476
452	0.2527847581
453	0.252701768
454	0.252622558
455	0.2525383561
456	0.2523838
457	0.2522688064
458	0.2521719192
459	0.2520933913
460	0.2519414308
461	0.251803878
462	0.2517002742
463	0.2515726308
464	0.2514272198
465	0.2513333092
466	0.2512749519
467	0.2511733209
468	0.2511182323
469	0.2509773815
470	0.2509180382
471	0.2508558381
472	0.2507323706
473	0.2505872777
474	0.2505198607
475	0.2504369852
476	0.2503101714
477	0.2501321174
478	0.2500639118
479	0.2499088393
480	0.2498003085
481	0.249701068
482	0.2496357682
483	0.2494317134
484	0.2493505147
485	0.2492421457
486	0.2491814024
487	0.2490463276
488	0.2489287738
489	0.2488681647
490	0.2487866859
491	0.2486155549
492	0.248503597
493	0.2484344565
494	0.248364197
495	0.2483163076
496	0.2482396337
497	0.2481850759
498	0.2480529805
499	0.2479369373
500	0.2478840402
501	0.247727631
502	0.2475989743
503	0.247534796
504	0.2474806755
505	0.2472597017
506	0.2471880977
507	0.2470495636
508	0.2469993649
509	0.2468427449
510	0.2467786214
511	0.2467172356
512	0.2466613724
513	0.2465601126
514	0.2464834471
515	0.2463622079
516	0.24627209
517	0.2461902991
518	0.2460513206
519	0.2459679509
520	0.2458092059
521	0.2456772572
522	0.2455235085
523	0.2454234996
524	0.2452819879
525	0.2451880973
526	0.2450614179
527	0.244899041
528	0.2447734704
529	0.244666107
530	0.2445222769
531	0.2443984474
532	0.2442854182
533	0.2442108195
534	0.2440931506
535	0.2439716011
536	0.243855946
537	0.243749012
538	0.2435984904
539	0.2435056296
540	0.2434223191
541	0.2433116794
542	0.2432568796
543	0.2431408488
544	0.2429836706
545	0.242929213
546	0.2427990718
547	0.2426711526
548	0.2425462131
549	0.2424038318
550	0.2423411272
551	0.2422261133
552	0.2421090959
553	0.2419882204
554	0.2419413846
555	0.241866344
556	0.2418204648
557	0.2416707313
558	0.241556616
559	0.2414282795
560	0.2413788971
561	0.2413036059
562	0.2412080983
563	0.2411046881
564	0.241038783
565	0.2408812006
566	0.2408261159
567	0.2407531494
568	0.2406651829
569	0.2405405394
570	0.2404357438
571	0.2403359439
572	0.240201186
573	0.240053654
574	0.2399203569
575	0.2397733246
576	0.2396720306
577	0.2395304908
578	0.2394733682
579	0.2394349353
580	0.2392826732
581	0.2391390171
582	0.2390555435
583	0.2389251854
584	0.2387822195
585	0.2386577359
586	0.2385609572
587	0.2384822005
588	0.2383458186
589	0.2382610243
590	0.2381312793
591	0.2380307155
592	0.2378884208
593	0.2377929513
594	0.23769903
595	0.237556915
596	0.2374521728
597	0.2373475919
598	0.2372817481
599	0.2371359562
600	0.2370240598
601	0.2369159017
602	0.2368442625
603	0.2367694294
604	0.2367075298
605	0.2366227182
606	0.2365543501
607	0.2364938946
608	0.2364180632
609	0.2363471742
610	0.2362049109
611	0.2360632412
612	0.2359660679
613	0.2358885528
614	0.2358299299
615	0.2357245088
616	0.2355781569
617	0.2354702648
618	0.2353316304
619	0.2351730718
620	0.2350079045
621	0.2349139974
622	0.2347842886
623	0.2346928785
624	0.2345592959
625	0.2343996503
626	0.2342872432
627	0.2341758118
628	0.2340824901
629	0.2339801756
630	0.2339101812
631	0.233806831
632	0.233749823
633	0.2336867332
634	0.2335756135
635	0.2334884617
636	0.2333719345
637	0.2332396815
638	0.2330928696
639	0.2329636641
640	0.2328762779
641	0.2327823893
642	0.2326726616
643	0.2325671
644	0.2324648692
645	0.2323469098
646	0.2322924511
647	0.2321947644
648	0.232013718
649	0.2319658169
650	0.2318527133
651	0.2317579386
652	0.2316274964
653	0.2315708407
654	0.2315198349
655	0.2314850889
656	0.231418664
657	0.2312969798
658	0.2311902252
659	0.231133266
660	0.2310161894
661	0.2309308993
662	0.2308354786
663	0.2307329381
664	0.2306301601
665	0.230573263
666	0.2305282579
667	0.2304598648
668	0.230397753
669	0.2302982612
670	0.2302420672
671	0.2301178771
672	0.230076814
673	0.2300024044
674	0.2298966195
675	0.2298256204
676	0.2297472336
677	0.2296698419
678	0.2296195583
679	0.229550638
680	0.2294567946
681	0.2293713521
682	0.229272143
683	0.2291061678
684	0.2289764878
685	0.2289233877
686	0.2288389639
687	0.2287581687
688	0.2286952695
689	0.2285651831
690	0.2284216948
691	0.2283161479
692	0.2282570617
693	0.2281710328
694	0.2280414263
695	0.2279255024
696	0.2277669897
697	0.2277156074
698	0.227606468
699	0.2275422705
700	0.2274433526
701	0.227395699
702	0.2272747587
703	0.2272153234
704	0.2271536282
705	0.2270918001
706	0.2270015261
707	0.2268856515
708	0.2267957976
709	0.2267290409
710	0.2266046724
711	0.226525615
712	0.226373776
713	0.2263234153
714	0.2262789304
715	0.2261390314
716	0.2260089153
717	0.2259306469
718	0.2258698335
719	0.2258031544
720	0.2256903592
721	0.2255840345
722	0.2254806912
723	0.2254261274
724	0.2253540189
725	0.2252473877
726	0.2251349203
727	0.22500603
728	0.2248923048
729	0.2247702739
730	0.2247072242
731	0.2246447164
732	0.2245711032
733	0.224534839
734	0.2244710781
735	0.2243785878
736	0.2242812636
737	0.2241848432
738	0.2241329128
739	0.2240357241
740	0.2239199149
741	0.2238363013
742	0.2237778439
743	0.2236795071
744	0.2235778084
745	0.2235038536
746	0.2234036904
747	0.2233401585
748	0.2232924756
749	0.2231869889
750	0.2231463506
751	0.2230824993
752	0.2229717978
753	0.2229253184
754	0.2228165033
755	0.2227355079
756	0.2226247863
757	0.2225568881
758	0.2224568648
759	0.2223982472
760	0.2222838531
761	0.2222194502
762	0.2221350034
763	0.2220497495
764	0.2219246445
765	0.2218864444
766	0.2218284354
767	0.221752877
768	0.221693843
769	0.2216595452
770	0.2215614996
771	0.2214768595
772	0.2214121343
773	0.2213240739
774	0.2212239256
775	0.2211510422
776	0.2211011381
777	0.2209991975
778	0.2209579242
779	0.2208586727
780	0.2207627509
781	0.2207303088
782	0.2206363372
783	0.2205351862
784	0.220464599
785	0.2204315194
786	0.2203245042
787	0.2202444082
788	0.2201508376
789	0.2200456227
790	0.2200021013
791	0.2199264396
792	0.2198696858
793	0.2197676411
794	0.2197101992
795	0.2196788161
796	0.2196073324
797	0.2195550583
798	0.2194657779
799	0.2193753946
800	0.2192807238
801	0.2191145574
802	0.2190290266
803	0.2189457063
804	0.2188713231
805	0.2187927244
806	0.2187227041
807	0.2186699452
808	0.2186248512
809	0.2185658917
810	0.2185068701
811	0.2184719639
812	0.2183916111
813	0.2182922878
814	0.218210609
815	0.2181160395
816	0.2180409928
817	0.2179458205
818	0.2178711735
819	0.2178207182
820	0.2177529739
821	0.2177090428
822	0.2176397551
823	0.2175871871
824	0.2174805671
825	0.2173996112
826	0.2173052253
827	0.2172586967
828	0.2172033276
829	0.2171523474
830	0.2170777746
831	0.2170112459
832	0.2169182811
833	0.2168381562
834	0.2167358758
835	0.2166847202
836	0.2166292635
837	0.2165325611
838	0.2164776805
839	0.2164197086
840	0.216326272
841	0.2163028281
842	0.2162216668
843	0.2161481932
844	0.2161105032
845	0.2159878819
846	0.2159179628
847	0.2158743282
848	0.2158112986
849	0.2157335083
850	0.2156100526
851	0.2155221797
852	0.2154714577
853	0.2154139453
854	0.2153735352
855	0.2152737201
856	0.2152095993
857	0.2151615791
858	0.215030302
859	0.214917711
860	0.2148484449
861	0.21479385
862	0.214732167
863	0.2146474695
864	0.2146018234
865	0.214506518
866	0.2144156559
867	0.2142935543
868	0.2142376991
869	0.2141454805
870	0.2141056762
871	0.2140312331
872	0.2139546377
873	0.2138613865
874	0.21380572
875	0.213707975
876	0.2135644755
877	0.2134903422
878	0.213443095
879	0.2134074136
880	0.2133579552
881	0.2132553268
882	0.2131418845
883	0.2130537354
884	0.2129557855
885	0.212814761
886	0.2127209046
887	0.2126517314
888	0.2125937708
889	0.2124808036
890	0.2123679691
891	0.2122739387
892	0.2122268534
893	0.21214816
894	0.2120618607
895	0.2119848395
896	0.2119397609
897	0.2118441332
898	0.2117772587
899	0.2117076657
900	0.2116452456
901	0.2115534933
902	0.2114935297
903	0.211408306
904	0.2113648421
905	0.2112815257
906	0.2111977226
907	0.2111115143
908	0.2110324712
909	0.2110060778
910	0.2109331853
911	0.2108333495
912	0.2107759764
913	0.2107254426
914	0.2106827675
915	0.2106326377
916	0.2105376919
917	0.210434973
918	0.2103848505
919	0.2103133819
920	0.210222802
921	0.2101443252
922	0.2100707796
923	0.2100163865
924	0.2099154323
925	0.2098574517
926	0.2097946079
927	0.2097303667
928	0.2096712548
929	0.2096028769
930	0.2095161525
931	0.2094334979
932	0.2093838864
933	0.2092891316
934	0.2092307446
935	0.2091618863
936	0.2090012546
937	0.2089540398
938	0.2088286969
939	0.2087820247
940	0.2086805133
941	0.2086116431
942	0.208532786
943	0.2084705956
944	0.2083869502
945	0.208326885
946	0.2082667665
947	0.2082090242
948	0.208152888
949	0.2080707829
950	0.2079859542
951	0.2078057357
952	0.2077591794
953	0.2076813286
954	0.2076073576
955	0.2075175499
956	0.2074323011
957	0.2073752139
958	0.2073187844
959	0.2072909902
960	0.2072569935
961	0.207172587
962	0.2071424876
963	0.2070977765
964	0.2070322704
965	0.2069805717
966	0.2069342895
967	0.2068664785
968	0.2067855385
969	0.2067419436
970	0.2066941761
971	0.206599708
972	0.2065468563
973	0.2064708176
974	0.2064253845
975	0.2063774155
976	0.2063103152
977	0.2061950156
978	0.2061086577
979	0.2060289234
980	0.2059799997
981	0.2059389282
982	0.205860563
983	0.2057901299
984	0.2056948566
985	0.2055798901
986	0.2055082756
987	0.2054446473
988	0.2053553927
989	0.2052695879
990	0.2051955938
991	0.2051162883
992	0.2049967442
993	0.2049361603
994	0.204834225
995	0.2047368265
996	0.2046571227
997	0.2045731647
998	0.2045102787
999	0.204429638
